x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
-0.10498860478401184,-0.10332059860229492,-0.019413001144698683,-0.14715644717216492,-0.26814818382263184,-0.018976644853523794,-0.1470159888267517,-0.3996841311454773,-0.02425752697365624,-0.14806592464447021,-0.4996756315231323,-0.01943955501394612,-0.05799674987792969,-0.36446601152420044,0.0367221801928963,-0.09399199485778809,-0.44501999020576477,-0.008401379229894701,-0.10018414258956909,-0.32461845874786377,-0.02812514757590634,-0.07739466428756714,-0.29265546798706055,-0.033989398980907026,-0.0016165971755981445,-0.34857314825057983,0.028510966097542223,-0.042050063610076904,-0.4306947588920593,-0.02324834024386746,-0.05766525864601135,-0.29292184114456177,-0.02567591449098927,-0.024961531162261963,-0.2746931314468384,-0.010572612526289049,0.05597245693206787,-0.3233005702495575,0.008455081602164682,0.017699837684631348,-0.40644973516464233,-0.04272117024140698,-0.005471229553222656,-0.2786237597465515,-0.016240692938140455,0.025474905967712402,-0.25726795196533203,0.01854245806259769,0.11763811111450195,-0.2907401919364929,-0.01507023466604096,0.08184641599655151,-0.3605785071849823,-0.03646783089118344,0.050427794456481934,-0.2767515778541565,-0.011496292667857233,0.06906437873840332,-0.24838274717330933,0.01641484419030803,A
-0.10631483793258667,-0.09662729501724243,-0.02392676307954389,-0.14715033769607544,-0.26213687658309937,-0.02440355739690858,-0.14510071277618408,-0.3972965478897095,-0.028509909502645314,-0.14809873700141907,-0.49588102102279663,-0.02208657584287721,-0.06269848346710205,-0.3585869073867798,0.028465833299378573,-0.09544795751571655,-0.4372488260269165,-0.013648988894601644,-0.0994924008846283,-0.31506872177124023,-0.03115954644181329,-0.07690519094467163,-0.2852783203125,-0.03672915718652803,-0.0027124881744384766,-0.34368598461151123,0.0237596424003641,-0.041741132736206055,-0.4223371744155884,-0.0230275580952366,-0.05637514591217041,-0.2854202389717102,-0.02280519365467626,-0.025017738342285156,-0.2707756757736206,-0.00816480743833381,0.05652421712875366,-0.3161579370498657,0.0076176624452273245,0.021103739738464355,-0.3976277709007263,-0.03925961277582246,-0.003503739833831787,-0.2716612219810486,-0.01123937892862159,0.025287628173828125,-0.25238847732543945,0.02259648569724959,0.1168566346168518,-0.2817966341972351,-0.012366798921902955,0.08400094509124756,-0.34659990668296814,-0.030751345894714177,0.05115717649459839,-0.26655513048171997,-0.005790870386590541,0.06720566749572754,-0.24166107177734375,0.020643889688471972,A
-0.10330846905708313,-0.09089493751525879,-0.027537123575825717,-0.1467704176902771,-0.2505342960357666,-0.02953366497160914,-0.14633655548095703,-0.3867267370223999,-0.034661381781120326,-0.1496301293373108,-0.48480552434921265,-0.029585180148501422,-0.06743907928466797,-0.3443538546562195,0.02763674846289632,-0.09233954548835754,-0.42595338821411133,-0.01611903803052428,-0.09683239459991455,-0.3061907887458801,-0.0337185480594826,-0.07643792033195496,-0.27427369356155396,-0.038549012780208614,-0.006360650062561035,-0.33091673254966736,0.024274212032537434,-0.03705814480781555,-0.4146270155906677,-0.02480932818355086,-0.054327309131622314,-0.2768014073371887,-0.02548766629399779,-0.02719038724899292,-0.25838708877563477,-0.010016104482133414,0.05324387550354004,-0.30504441261291504,0.008923757545630906,0.02613198757171631,-0.3876270055770874,-0.04177666017415049,-9.864568710327148e-05,-0.26008492708206177,-0.014707950219531085,0.02392113208770752,-0.23785346746444702,0.020468205869178746,0.11457037925720215,-0.27272695302963257,-0.010218021735568072,0.08663707971572876,-0.3382631838321686,-0.031013631537575748,0.05516338348388672,-0.257560670375824,-0.006240841276962783,0.06890946626663208,-0.23288220167160034,0.021146204978208516,A
-0.10662278532981873,-0.07159340381622314,-0.031698879548798686,-0.16483843326568604,-0.2144702672958374,-0.03815660695124734,-0.18452808260917664,-0.33742135763168335,-0.04169121826578248,-0.21136611700057983,-0.42506489157676697,-0.03441202337432969,-0.11269569396972656,-0.31352996826171875,-0.010519228638599998,-0.13453784584999084,-0.36465978622436523,-0.04270561481405366,-0.11738759279251099,-0.24422943592071533,-0.05273454333234895,-0.09487292170524597,-0.24391376972198486,-0.059978359141837245,-0.03449749946594238,-0.30814439058303833,-0.005595468213300592,-0.07015952467918396,-0.36182111501693726,-0.043324940600882655,-0.07424044609069824,-0.2313430905342102,-0.03881021658469308,-0.051749855279922485,-0.2368297576904297,-0.02971554058183301,0.02969413995742798,-0.2818060517311096,-0.007880966873358375,0.0025334954261779785,-0.33920666575431824,-0.039591454663764125,-0.017894864082336426,-0.22343295812606812,-0.008979331464956886,0.0019759535789489746,-0.2189074158668518,0.017023735916723126,0.079600989818573,-0.2580984830856323,-0.013925126516710407,0.06177729368209839,-0.28704097867012024,-0.020799631947170383,0.034127235412597656,-0.2196165919303894,0.001358905345682615,0.044901132583618164,-0.21858417987823486,0.01869807509194743,A
-0.1072877049446106,-0.0738326907157898,-0.030017411253936643,-0.1657702624797821,-0.2191196084022522,-0.03586773752380168,-0.186728835105896,-0.34130623936653137,-0.03956441386748111,-0.21228104829788208,-0.42853084206581116,-0.03246669649291789,-0.11187148094177246,-0.31979894638061523,-0.007442422128804083,-0.13686007261276245,-0.3669779300689697,-0.0400209928970412,-0.1165652871131897,-0.2464333176612854,-0.05002884372282779,-0.09357276558876038,-0.24808180332183838,-0.057086789898164625,-0.0349087119102478,-0.3138827979564667,-0.003949692856110687,-0.07284209132194519,-0.3653344511985779,-0.04271133422065532,-0.07375013828277588,-0.23362302780151367,-0.03811967178393161,-0.05154609680175781,-0.23994171619415283,-0.028550071559436674,0.029113590717315674,-0.286929726600647,-0.007773369934000129,0.0006284117698669434,-0.3428175747394562,-0.04137727796245372,-0.016724765300750732,-0.2241992950439453,-0.01034044931788003,0.0027254223823547363,-0.21951180696487427,0.01664350003790105,0.07910710573196411,-0.2618156671524048,-0.015205024659223909,0.06185305118560791,-0.291454553604126,-0.02319744034815585,0.03526705503463745,-0.22168582677841187,-0.00043900491931481156,0.045192182064056396,-0.2197260856628418,0.017704941414706354,A
-0.10961362719535828,-0.07166469097137451,-0.03229529326813463,-0.16671934723854065,-0.21428269147872925,-0.03933211332218889,-0.18691474199295044,-0.3366294801235199,-0.044063414540460144,-0.21307477355003357,-0.424612820148468,-0.037910460587909256,-0.1118631362915039,-0.31703975796699524,-0.00814132681148294,-0.13587182760238647,-0.3639296889305115,-0.040618925448825394,-0.11797347664833069,-0.24250048398971558,-0.049638467934300934,-0.0956159234046936,-0.24420931935310364,-0.05601385897057298,-0.03488457202911377,-0.31183773279190063,-0.0041672374125028,-0.07134121656417847,-0.3619183897972107,-0.04409474423187021,-0.0746636688709259,-0.22897344827651978,-0.03949831714885477,-0.05228239297866821,-0.2363370656967163,-0.029549996462037598,0.028759658336639404,-0.2848609685897827,-0.0078079529109800205,0.0016499757766723633,-0.33860310912132263,-0.04323315536635164,-0.017742574214935303,-0.21976923942565918,-0.012407536711862122,0.0015338659286499023,-0.21675926446914673,0.014901865180263485,0.07871031761169434,-0.25940561294555664,-0.015200501401295696,0.0619392991065979,-0.28808727860450745,-0.02453873967783693,0.033805668354034424,-0.21767079830169678,-0.0020315459466928587,0.04331737756729126,-0.2158569097518921,0.016190080810019936,A
-0.10781347751617432,-0.07253056764602661,-0.030427891209171776,-0.1653103232383728,-0.2166549563407898,-0.03657815922741747,-0.18583354353904724,-0.3383823335170746,-0.04058766682391024,-0.21203988790512085,-0.4262397587299347,-0.03399259914402819,-0.11144250631332397,-0.3181198239326477,-0.007902550890491966,-0.13582289218902588,-0.36639881134033203,-0.04005882461314059,-0.11743676662445068,-0.2455318570137024,-0.04982298184876299,-0.09424501657485962,-0.24530482292175293,-0.056705559983299736,-0.03454732894897461,-0.3124111294746399,-0.004285710777537588,-0.07140380144119263,-0.3635050654411316,-0.04245918561463213,-0.07430499792098999,-0.23176294565200806,-0.03773184437994814,-0.05132123827934265,-0.2373163104057312,-0.02822187301461554,0.029321730136871338,-0.2849615216255188,-0.00800726880078173,0.002244889736175537,-0.3406427204608917,-0.0412063444102273,-0.017209351062774658,-0.22324419021606445,-0.010568255006717209,0.002360224723815918,-0.21799308061599731,0.015999761030627724,0.07920616865158081,-0.2595493793487549,-0.01536652297471619,0.06229293346405029,-0.2898000478744507,-0.023329385935710434,0.03419917821884155,-0.2205525040626526,-0.0008368452265017368,0.04372459650039673,-0.21782666444778442,0.017095411748243805,A
-0.10737615823745728,-0.07422375679016113,-0.0312775828522831,-0.16544315218925476,-0.21717166900634766,-0.03829507610026894,-0.18624347448349,-0.3397299647331238,-0.0432366066259533,-0.21370244026184082,-0.42793387174606323,-0.03778877934638558,-0.10965818166732788,-0.3207451403141022,-0.0071136260983735156,-0.13573989272117615,-0.3661806881427765,-0.038688071875014884,-0.11804333329200745,-0.24614080786705017,-0.048508216498532875,-0.09424793720245361,-0.24757030606269836,-0.05578119760576783,-0.032765328884124756,-0.31481653451919556,-0.003136106638351066,-0.07103386521339417,-0.36477625370025635,-0.04146574145380555,-0.07456082105636597,-0.23342514038085938,-0.03757358795229493,-0.05110514163970947,-0.23934566974639893,-0.028637326194086654,0.0310555100440979,-0.28705817461013794,-0.006509329995253665,0.002293407917022705,-0.34211546182632446,-0.03970514318172036,-0.017466723918914795,-0.22475332021713257,-0.009553870057800395,0.0032705068588256836,-0.2202734351158142,0.01670790569659175,0.08116304874420166,-0.26108455657958984,-0.01357202964101134,0.06276112794876099,-0.2910790741443634,-0.021123331843057258,0.03485429286956787,-0.22310322523117065,0.0012938401316091586,0.0459742546081543,-0.22156685590744019,0.019099111797174828,A
-0.10893449187278748,-0.07571649551391602,-0.030004286762448373,-0.16637787222862244,-0.21781420707702637,-0.03682814500865561,-0.18587076663970947,-0.33834072947502136,-0.04121546782192809,-0.21485501527786255,-0.42381662130355835,-0.035258948426815095,-0.11116147041320801,-0.317349374294281,-0.012343292679759088,-0.1361316740512848,-0.3622535765171051,-0.04414020813641173,-0.11761581897735596,-0.24056968092918396,-0.053758680444332185,-0.09290772676467896,-0.24174624681472778,-0.06111723146972281,-0.03293365240097046,-0.30996862053871155,-0.008792515467973772,-0.07077440619468689,-0.36070385575294495,-0.04704160578188521,-0.07387372851371765,-0.22897613048553467,-0.04242727495369536,-0.049817562103271484,-0.2332226037979126,-0.03345813564595801,0.031518757343292236,-0.2819792628288269,-0.011864264119537893,0.0025916695594787598,-0.336958110332489,-0.04412802643713576,-0.017515361309051514,-0.21832042932510376,-0.012618029113980356,0.0033443570137023926,-0.21157532930374146,0.013999564017979083,0.08076220750808716,-0.2565368711948395,-0.01848741955694777,0.06285011768341064,-0.2858923375606537,-0.02540200352308375,0.034774720668792725,-0.21686601638793945,-0.002124120338010016,0.04618173837661743,-0.21376174688339233,0.01596513614418882,A
-0.10612478852272034,-0.07114791870117188,-0.031475115174544044,-0.16444674134254456,-0.21612149477005005,-0.03766588454891462,-0.18346744775772095,-0.33837074041366577,-0.04081851204682607,-0.21175748109817505,-0.42435845732688904,-0.03350296577264089,-0.11139941215515137,-0.31594663858413696,-0.013809604177367873,-0.13393574953079224,-0.36346694827079773,-0.04370073562313337,-0.11728665232658386,-0.24157997965812683,-0.05081023609091062,-0.09459394216537476,-0.24106436967849731,-0.056528884524595924,-0.03297144174575806,-0.3102807104587555,-0.009185620190692134,-0.0685390830039978,-0.36159947514533997,-0.046218078190577216,-0.07322698831558228,-0.22857624292373657,-0.04020651018072385,-0.05056542158126831,-0.23160040378570557,-0.030221109816920944,0.03187292814254761,-0.2829253375530243,-0.01121997607697267,0.004768788814544678,-0.3380429148674011,-0.043380070084822364,-0.01580822467803955,-0.21909993886947632,-0.01183442359615583,0.0039708614349365234,-0.21124565601348877,0.014840610718238167,0.08241212368011475,-0.2580169141292572,-0.016756089011323638,0.06426262855529785,-0.28743869066238403,-0.024863099286449142,0.036236464977264404,-0.2176172137260437,-0.0022028687671991065,0.046224892139434814,-0.21414899826049805,0.015698783492553048,A
-0.10670837759971619,-0.07296860218048096,-0.031497861513855696,-0.1634090542793274,-0.21744394302368164,-0.038119427183630705,-0.18258291482925415,-0.3397890627384186,-0.04265915162301326,-0.20958548784255981,-0.4272487461566925,-0.0367975004706409,-0.10811108350753784,-0.3165309727191925,-0.008897814223530531,-0.13146868348121643,-0.3677270710468292,-0.0425580584201839,-0.1152614951133728,-0.24624359607696533,-0.053185544231894255,-0.09202155470848083,-0.24249494075775146,-0.06008695743418002,-0.03124821186065674,-0.3093354105949402,-0.005272650415065527,-0.06692001223564148,-0.36414825916290283,-0.04512295804357791,-0.07182496786117554,-0.23257118463516235,-0.041066332975390196,-0.04824972152709961,-0.2343791127204895,-0.031246456572773695,0.03295135498046875,-0.2816641926765442,-0.00917750249988103,0.005817770957946777,-0.3394150137901306,-0.04406830973363185,-0.014888226985931396,-0.2214956283569336,-0.013590872542920351,0.005192399024963379,-0.2141028642654419,0.013738827524719,0.08356451988220215,-0.25566133856773376,-0.01677747934496665,0.06571245193481445,-0.2868529260158539,-0.025534029373886824,0.03763902187347412,-0.21868103742599487,-0.002742102624836207,0.04849827289581299,-0.2151126265525818,0.01589047417604661,A
-0.10631915926933289,-0.07289266586303711,-0.03042234050406023,-0.1633821427822113,-0.21778035163879395,-0.037195875666270695,-0.18168145418167114,-0.3421976864337921,-0.041852320901284656,-0.20842191576957703,-0.43057507276535034,-0.0361638398684363,-0.10720551013946533,-0.31893324851989746,-0.009400762043128452,-0.13101398944854736,-0.36729705333709717,-0.04236890318168207,-0.11451247334480286,-0.2466767132282257,-0.05202263536227747,-0.09068942070007324,-0.24647271633148193,-0.05860818492544695,-0.030842959880828857,-0.31108832359313965,-0.0063582727528910254,-0.06711742281913757,-0.36396539211273193,-0.04516844021452471,-0.07214376330375671,-0.2321486473083496,-0.04044254066718622,-0.04903721809387207,-0.23684942722320557,-0.030693591929207287,0.03282290697097778,-0.28269079327583313,-0.010607316515574894,0.005642294883728027,-0.3420781195163727,-0.04495399387849375,-0.015136539936065674,-0.22305798530578613,-0.014317787609229526,0.004952132701873779,-0.21719688177108765,0.012643880785276451,0.08283102512359619,-0.256622850894928,-0.018380632049570522,0.06547647714614868,-0.28834468126296997,-0.026946126840243778,0.03677213191986084,-0.21803712844848633,-0.004127739819864473,0.04729968309402466,-0.2143789529800415,0.014255131237973728,A
-0.10668736696243286,-0.07400304079055786,-0.03040611825628048,-0.1633145809173584,-0.21894264221191406,-0.036855946180651245,-0.18078875541687012,-0.3418407440185547,-0.04092874273402458,-0.20716321468353271,-0.42950472235679626,-0.03456418856723076,-0.10743111371994019,-0.3172276020050049,-0.010827621330747661,-0.1317341923713684,-0.36678749322891235,-0.0428910282228685,-0.11479362845420837,-0.24563130736351013,-0.052063288984129485,-0.09083402156829834,-0.24410903453826904,-0.05831575661642319,-0.03045755624771118,-0.3102281391620636,-0.006977683750221786,-0.06728038191795349,-0.363685667514801,-0.04472237348301178,-0.07175290584564209,-0.23226916790008545,-0.03906527802092796,-0.0479656457901001,-0.23492145538330078,-0.02882787480695015,0.033391714096069336,-0.2825745940208435,-0.010215023418197688,0.0058023929595947266,-0.3403511345386505,-0.04250666767103439,-0.014478206634521484,-0.2231612205505371,-0.01090508129192358,0.0064220428466796875,-0.21568500995635986,0.016347748341729584,0.08326458930969238,-0.2568679451942444,-0.01707060903055435,0.06572866439819336,-0.2890588343143463,-0.02370558947069412,0.03734701871871948,-0.2209298014640808,-0.00019659150194684116,0.04783511161804199,-0.21660447120666504,0.018410916554501,A
